Colmun 1	Colmun 4	Colmun 5	Colmun 6	Colmun 7	Colmun 8	Colmun 9	Colmun 10	Colmun 11	Colmun 12	Colmun 17	Colmun 22	Colmun 23	Colmun 24	Colmun 25	Colmun 26	Colmun 27	Colmun 44	Colmun 45	Colmun 46	Colmun 47	Colmun 48	Colmun 49	Colmun 50	Colmun 51	Colmun 52	Colmun 53	Colmun 54	Colmun 55	Colmun 72	Colmun 73	Colmun 74	Colmun 75	Colmun 76	Colmun 77
20170519	WAS	NL	41	ATL	NL	39	4	7	51	ATL03	34	9	4	0	1	4	24	10	0	0	1	0	34	12	2	0	3	7	27	13	0	0	1	0
20170519	MIL	NL	43	CHN	NL	41	6	3	54	CHI11	35	9	1	0	0	6	27	7	1	0	0	0	33	6	1	0	0	3	27	13	3	0	1	0
20170519	COL	NL	43	CIN	NL	41	12	6	54	CIN09	40	16	4	0	2	12	27	13	1	0	1	0	36	10	3	0	2	5	27	11	0	0	1	0
20170519	MIA	NL	41	LAN	NL	43	2	7	51	LOS03	32	9	2	0	1	2	24	9	0	0	1	0	31	8	2	0	3	7	27	16	1	0	4	0
20170519	ANA	AL	44	NYN	NL	40	0	3	51	NYC20	32	6	1	0	0	0	24	10	2	2	0	0	30	6	1	0	1	3	27	6	0	0	0	0
20170519	PHI	NL	39	PIT	NL	42	7	2	54	PIT08	35	9	3	0	1	7	27	9	1	0	0	0	31	3	1	0	0	1	27	16	1	0	0	0
20170519	ARI	NL	43	SDN	NL	44	10	1	54	SAN02	42	16	3	0	4	10	27	8	0	0	1	0	30	4	0	0	0	1	27	9	0	0	0	0
20170519	SFN	NL	43	SLN	NL	39	6	5	54	STL10	37	13	2	0	0	6	27	8	0	0	2	0	32	8	1	2	1	5	27	14	1	0	1	0
20170519	TOR	AL	43	BAL	AL	40	3	5	59	BAL12	35	7	1	0	0	3	29	5	0	0	0	0	38	9	0	0	2	5	30	16	1	0	1	0
20170519	TEX	AL	43	DET	AL	40	5	3	54	DET05	31	8	1	0	2	5	27	5	2	0	0	0	34	7	1	0	0	2	27	9	0	1	0	0
20170519	CLE	AL	40	HOU	AL	42	5	3	54	HOU03	34	9	3	1	3	5	27	5	0	0	0	0	32	5	1	0	2	3	27	9	1	0	0	0
20170519	KCA	AL	41	MIN	AL	38	3	4	58	MIN04	40	11	0	0	1	3	28	5	0	0	0	0	36	10	1	0	2	4	30	12	1	0	2	0
20170519	BOS	AL	41	OAK	AL	42	2	3	57	OAK01	38	10	3	0	1	2	27	5	0	0	1	0	34	8	2	1	1	3	30	13	1	0	2	0
20170519	CHA	AL	40	SEA	AL	43	2	1	60	SEA03	35	7	1	0	1	2	30	11	2	0	0	0	31	1	0	1	0	1	30	7	0	0	0	0
20170519	NYA	AL	39	TBA	AL	44	4	5	51	STP01	32	8	2	0	1	4	24	5	0	0	0	0	34	11	4	0	0	5	27	10	1	0	3	0
20170520	WAS	NL	42	ATL	NL	40	2	5	51	ATL03	34	7	0	0	0	2	24	4	0	0	1	0	32	9	1	0	3	5	27	9	1	0	0	0
20170520	COL	NL	44	CIN	NL	42	8	12	51	CIN09	37	11	3	0	0	8	24	10	1	0	1	0	33	12	0	0	3	12	27	6	1	0	0	0
20170520	MIA	NL	42	LAN	NL	44	10	6	54	LOS03	39	14	4	1	1	10	27	7	0	0	0	0	34	7	2	0	3	5	27	8	2	0	1	0
20170520	ANA	AL	45	NYN	NL	41	5	7	51	NYC20	32	8	0	0	0	5	24	8	2	0	0	0	30	7	3	0	0	7	27	9	0	0	2	0
20170520	PHI	NL	40	PIT	NL	43	3	6	51	PIT08	35	9	2	0	0	3	24	7	2	0	0	0	34	10	0	0	1	6	27	18	1	0	2	0
20170520	ARI	NL	44	SDN	NL	45	9	1	54	SAN02	40	14	3	0	1	8	27	3	0	0	0	0	31	4	0	0	0	1	27	13	0	0	1	0
20170520	SFN	NL	44	SLN	NL	40	3	1	78	STL10	43	7	1	0	0	3	39	10	0	0	0	0	46	10	2	0	0	1	39	17	0	0	2	0
20170520	TOR	AL	44	BAL	AL	41	5	7	51	BAL12	36	11	1	0	2	4	24	10	0	0	2	0	33	11	0	0	3	7	27	10	1	0	3	0
20170520	TEX	AL	44	DET	AL	41	3	9	51	DET05	32	4	1	0	1	3	24	5	1	0	1	0	34	10	1	0	4	9	27	4	1	0	0	0
20170520	CLE	AL	41	HOU	AL	43	3	0	54	HOU03	34	8	1	0	1	3	27	9	1	0	2	0	28	3	0	0	0	0	27	6	0	1	0	0
20170520	BOS	AL	42	OAK	AL	43	3	8	51	OAK01	35	7	1	0	1	3	24	6	1	0	0	0	35	11	0	0	4	7	27	5	1	1	0	0
20170520	CHA	AL	41	SEA	AL	44	16	1	54	SEA03	43	19	3	0	4	16	27	14	0	0	4	0	28	5	1	0	0	1	27	12	1	0	1	0
20170520	NYA	AL	40	TBA	AL	45	5	9	51	STP01	34	7	3	0	2	5	24	4	0	0	0	0	36	12	2	0	3	9	27	9	0	0	0	0
20170521	WAS	NL	43	ATL	NL	41	3	2	54	ATL03	34	7	0	1	1	2	27	7	0	0	1	0	32	6	4	0	0	2	27	12	2	0	1	0
20170521	MIL	NL	44	CHN	NL	42	6	13	51	CHI11	40	13	3	0	1	6	24	9	1	1	2	0	35	14	6	0	4	10	27	12	1	1	1	0
20170521	COL	NL	45	CIN	NL	43	6	4	54	CIN09	37	11	3	0	4	6	27	13	0	0	1	0	34	9	1	1	2	4	27	8	1	0	0	0
20170521	MIA	NL	43	LAN	NL	45	3	6	51	LOS03	33	7	2	0	1	3	24	12	0	0	1	0	34	12	6	0	1	6	27	12	0	0	1	0
20170521	ANA	AL	46	NYN	NL	42	12	5	54	NYC20	36	12	3	0	4	12	27	9	0	0	1	0	33	7	2	0	3	5	27	8	1	0	1	0
20170521	PHI	NL	41	PIT	NL	44	0	1	51	PIT08	31	3	1	0	0	0	24	11	0	0	1	0	27	5	0	0	0	1	27	10	1	0	0	0
20170521	ARI	NL	45	SDN	NL	46	1	5	51	SAN02	32	5	0	0	1	1	24	13	2	0	1	0	30	9	2	0	1	4	27	9	0	0	0	0
20170521	SFN	NL	45	SLN	NL	41	3	8	51	STL10	34	7	2	0	2	3	24	11	0	0	2	0	32	12	5	0	1	8	27	5	0	0	0	0
20170521	TOR	AL	45	BAL	AL	42	3	1	54	BAL12	32	6	0	0	1	3	27	4	0	0	1	0	33	7	1	0	1	1	27	14	3	0	2	0
20170521	TEX	AL	45	DET	AL	42	5	2	54	DET05	40	15	2	1	2	5	27	7	0	0	0	0	34	7	2	0	1	2	27	12	0	0	2	0
20170521	CLE	AL	42	HOU	AL	44	8	6	54	HOU03	36	10	3	0	1	8	27	7	0	0	1	0	32	6	1	0	4	6	27	11	0	0	0	0
20170521	KCA	AL	42	MIN	AL	39	6	4	54	MIN04	36	11	0	0	4	6	27	6	1	0	1	0	35	9	2	0	0	4	27	7	0	0	1	0
20170521	KCA	AL	43	MIN	AL	40	4	8	51	MIN04	32	7	1	0	3	4	24	4	0	0	1	0	34	11	2	0	3	8	27	15	1	0	2	0
20170521	BOS	AL	43	OAK	AL	44	12	3	54	OAK01	39	15	3	0	1	11	27	2	0	0	0	0	33	6	1	0	1	3	27	11	3	0	2	0
20170521	CHA	AL	42	SEA	AL	45	8	1	54	SEA03	36	10	1	0	1	7	27	12	0	0	4	0	29	6	0	0	1	1	27	11	1	0	1	0
20170521	NYA	AL	41	TBA	AL	46	3	2	54	STP01	35	7	1	0	1	3	27	10	1	0	1	0	30	4	0	0	1	1	27	6	2	0	1	0
20170522	CHA	AL	43	ARI	NL	46	1	5	51	PHO01	30	4	1	0	1	1	24	12	2	0	2	0	30	7	0	1	2	4	27	13	0	0	1	0
20170522	PIT	NL	45	ATL	NL	42	2	5	51	ATL03	33	8	1	0	0	1	24	12	1	0	2	0	35	13	1	0	2	4	27	8	1	0	1	0
20170522	SFN	NL	46	CHN	NL	43	6	4	54	CHI11	35	9	4	0	3	6	27	16	0	0	1	0	35	11	0	2	2	4	27	14	0	0	1	0
20170522	CLE	AL	43	CIN	NL	44	1	5	51	CIN09	33	7	3	0	1	1	24	5	1	0	1	0	33	10	2	0	1	5	27	11	0	0	1	0
20170522	COL	NL	46	PHI	NL	42	8	1	54	PHI13	37	13	2	0	1	7	27	6	0	0	0	0	30	3	2	0	0	1	27	10	1	0	1	0
20170522	MIN	AL	41	BAL	AL	43	14	7	54	BAL12	47	21	6	0	2	13	27	13	0	0	1	0	37	11	4	0	1	7	27	6	1	0	0	0
20170522	DET	AL	43	HOU	AL	45	0	1	51	HOU03	26	1	0	0	0	0	24	11	0	0	1	0	32	9	3	0	0	1	27	8	0	0	1	0
20170522	KCA	AL	44	NYA	AL	42	2	4	51	NYC21	34	7	2	0	1	2	24	5	1	0	1	0	29	6	1	0	3	4	27	14	0	0	0	0
20170522	ANA	AL	47	TBA	AL	47	3	2	54	STP01	29	5	1	0	1	2	27	15	0	0	2	0	32	7	0	0	2	2	27	10	1	0	1	0
20170523	CHA	AL	44	ARI	NL	47	4	5	51	PHO01	36	10	1	0	3	4	24	7	0	0	2	0	31	9	1	1	2	5	27	12	0	0	1	0
20170523	PIT	NL	46	ATL	NL	43	5	6	53	ATL03	40	15	2	0	1	5	26	14	0	1	3	0	38	15	4	0	1	6	27	13	0	0	2	0
20170523	SFN	NL	47	CHN	NL	44	1	4	51	CHI11	29	4	2	0	0	1	24	8	0	0	0	0	28	5	0	0	3	4	27	10	0	0	1	0
20170523	CLE	AL	44	CIN	NL	45	8	7	54	CIN09	36	7	1	1	4	7	27	9	0	0	0	0	36	11	4	0	1	7	27	12	2	0	0	0
20170523	SLN	NL	42	LAN	NL	46	1	2	77	LOS03	42	4	1	0	0	0	38	10	1	0	0	0	41	3	1	0	1	2	39	16	0	0	0	0
20170523	TOR	AL	46	MIL	NL	45	4	3	54	MIL06	34	9	2	0	1	4	27	10	0	0	1	0	31	5	0	0	0	3	27	12	0	0	2	0
20170523	SDN	NL	47	NYN	NL	43	3	9	51	NYC20	33	7	2	0	1	3	24	5	0	0	0	0	36	14	1	0	2	9	27	4	0	0	0	0
20170523	COL	NL	47	PHI	NL	43	8	2	54	PHI13	33	10	1	0	3	8	27	4	0	0	1	0	34	8	1	0	1	2	27	16	0	0	3	0
20170523	SEA	AL	46	WAS	NL	44	1	10	51	WAS11	30	5	0	0	1	1	24	5	0	0	2	0	36	15	1	1	4	10	27	11	0	0	2	0
20170523	MIN	AL	42	BAL	AL	44	2	0	54	BAL12	32	6	3	0	1	2	27	8	0	0	0	0	29	2	0	0	0	0	27	11	0	0	0	0
20170523	TEX	AL	46	BOS	AL	44	6	11	51	BOS07	36	13	4	0	1	4	24	11	0	0	1	0	34	12	3	0	0	8	27	13	1	0	2	0
20170523	DET	AL	44	HOU	AL	46	2	6	51	HOU03	30	4	0	0	1	2	24	8	3	0	1	0	32	8	1	0	2	4	27	8	0	1	1	0
20170523	KCA	AL	45	NYA	AL	43	6	2	54	NYC21	33	6	0	0	4	6	27	6	0	0	2	0	33	8	1	0	2	2	27	5	0	0	0	0
20170523	MIA	NL	44	OAK	AL	45	11	9	54	OAK01	45	19	3	1	1	11	27	4	1	0	1	0	35	8	3	0	3	9	27	10	1	0	1	0
20170523	ANA	AL	48	TBA	AL	48	4	0	54	STP01	32	9	2	0	2	4	27	7	0	0	1	0	29	3	1	0	0	0	27	15	0	0	2	0
20170524	CHA	AL	45	ARI	NL	48	6	8	51	PHO01	36	11	1	0	2	5	24	12	0	0	0	0	31	10	3	0	1	8	27	14	1	1	2	0
20170524	PIT	NL	47	ATL	NL	44	12	5	60	ATL03	43	14	1	0	4	12	30	10	1	0	0	0	41	12	3	1	0	5	30	8	1	0	0	0
20170524	SFN	NL	48	CHN	NL	45	4	5	51	CHI11	35	8	1	0	2	4	24	8	1	0	2	0	28	8	1	1	2	4	27	9	1	0	0	0
20170524	SLN	NL	43	LAN	NL	47	6	1	54	LOS03	33	8	1	0	1	4	27	13	0	0	1	0	29	4	2	0	0	1	27	10	1	0	0	0
20170524	TOR	AL	47	MIL	NL	46	8	4	54	MIL06	36	10	2	0	4	8	27	12	0	0	2	0	30	5	2	0	2	4	27	9	0	0	0	0
20170524	SDN	NL	48	NYN	NL	44	6	5	54	NYC20	36	11	3	0	1	6	27	3	1	0	1	0	35	8	2	0	0	5	27	9	0	0	0	0
20170524	COL	NL	48	PHI	NL	44	7	2	54	PHI13	35	12	2	1	1	7	27	10	0	0	1	0	28	3	1	0	1	2	27	12	1	0	2	0
20170524	SEA	AL	47	WAS	NL	45	1	5	51	WAS11	35	9	2	0	0	1	24	9	1	0	1	0	29	7	1	0	1	5	27	12	0	0	1	0
20170524	MIN	AL	43	BAL	AL	45	4	3	54	BAL12	37	10	3	0	0	4	27	8	1	0	2	0	32	6	0	0	3	3	27	7	1	0	0	0
20170524	TEX	AL	47	BOS	AL	45	4	9	51	BOS07	33	7	2	0	1	4	24	8	3	0	2	0	33	12	1	0	0	8	27	8	1	1	0	0
20170524	CIN	NL	46	CLE	AL	45	4	3	54	CLE08	34	7	0	0	1	4	27	14	0	0	0	0	33	10	3	0	1	3	27	10	1	0	0	0
20170524	DET	AL	45	HOU	AL	47	6	3	54	HOU03	33	8	2	1	1	4	27	9	1	0	0	0	31	6	2	0	1	3	27	15	0	0	2	0
20170524	KCA	AL	46	NYA	AL	44	0	3	51	NYC21	30	4	1	0	0	0	24	5	1	0	0	0	30	7	2	0	1	3	27	7	0	0	1	0
20170524	MIA	NL	45	OAK	AL	46	1	4	51	OAK01	32	4	1	0	0	0	24	13	0	0	0	0	33	11	4	0	1	4	27	12	3	0	0	0
20170524	ANA	AL	49	TBA	AL	49	2	5	51	STP01	31	4	3	0	1	2	24	6	0	0	0	0	29	7	3	0	3	5	27	11	0	0	0	0
20170525	PIT	NL	48	ATL	NL	45	9	4	54	ATL03	38	13	4	0	1	8	27	11	0	0	1	0	37	11	4	0	0	4	27	13	2	0	1	0
20170525	SFN	NL	49	CHN	NL	46	1	5	51	CHI11	30	5	3	0	0	1	24	6	1	0	1	0	32	9	1	0	3	3	27	14	0	0	1	0
20170525	SLN	NL	44	LAN	NL	48	3	7	51	LOS03	33	9	2	0	0	3	24	10	0	0	1	0	33	11	3	0	1	6	27	13	0	0	2	0
20170525	ARI	NL	49	MIL	NL	47	4	0	54	MIL06	34	9	2	0	2	3	27	7	0	0	0	0	29	3	1	0	0	0	27	11	1	0	2	0
20170525	SDN	NL	49	NYN	NL	45	4	3	54	NYC20	35	9	4	0	0	4	27	10	1	0	2	0	33	8	3	0	1	3	27	7	0	0	0	0
20170525	COL	NL	49	PHI	NL	45	1	2	64	PHI13	40	10	1	0	1	1	31	12	0	0	1	0	38	8	2	0	1	2	33	10	0	0	1	0
20170525	SEA	AL	48	WAS	NL	46	4	2	54	WAS11	33	9	1	0	1	4	27	9	1	0	0	0	33	6	2	0	1	2	27	8	0	0	3	0
20170525	TEX	AL	48	BOS	AL	46	2	6	51	BOS07	32	4	0	0	1	2	24	8	0	0	2	0	32	10	1	0	2	6	27	2	0	0	0	0
20170525	DET	AL	46	HOU	AL	48	6	7	51	HOU03	38	14	4	0	2	6	24	7	0	0	1	0	34	11	1	0	4	7	27	6	1	0	2	0
20170525	ANA	AL	50	TBA	AL	50	0	4	51	STP01	31	6	3	0	0	0	24	5	1	0	0	0	32	9	2	0	0	4	27	10	0	0	1	0
20170526	SLN	NL	45	COL	NL	50	0	10	51	DEN02	28	5	1	0	0	0	24	8	0	1	2	0	36	14	5	1	2	10	27	15	0	0	4	0
20170526	CHN	NL	47	LAN	NL	49	0	4	51	LOS03	27	2	0	0	0	0	24	7	0	0	2	0	27	5	1	0	2	4	27	9	0	0	1	0
20170526	ANA	AL	51	MIA	NL	46	5	8	51	MIA02	37	9	3	0	2	5	24	12	2	0	0	0	36	14	4	0	3	8	27	7	1	0	0	0
20170526	ARI	NL	50	MIL	NL	48	4	2	60	MIL06	38	7	3	0	2	3	30	13	1	0	2	0	35	8	0	0	1	2	30	12	2	0	1	0
20170526	CIN	NL	47	PHI	NL	46	5	2	54	PHI13	34	7	0	0	2	5	27	18	1	0	2	0	29	3	2	0	0	2	27	10	0	0	0	0
20170526	NYN	NL	46	PIT	NL	49	8	1	54	PIT08	39	12	4	1	2	8	27	6	0	0	0	0	33	6	0	0	1	1	27	8	0	0	0	0
20170526	ATL	NL	46	SFN	NL	50	2	0	54	SFO03	33	7	2	0	0	1	27	13	0	0	0	0	31	4	0	0	0	0	27	12	2	1	2	0
20170526	SDN	NL	50	WAS	NL	47	1	5	51	WAS11	29	3	0	0	1	1	24	8	0	0	0	0	33	9	4	0	3	5	27	9	0	0	1	0
20170526	SEA	AL	49	BOS	AL	47	0	3	51	BOS07	31	6	1	0	0	0	24	11	2	1	1	0	31	8	2	0	0	1	27	10	0	0	1	0
20170526	DET	AL	47	CHA	AL	46	2	8	51	CHI12	35	6	0	0	1	2	24	12	1	0	3	0	36	14	2	0	2	8	27	8	2	0	0	0
20170526	KCA	AL	47	CLE	AL	46	6	4	54	CLE08	37	11	4	0	2	6	27	8	1	0	1	0	33	6	0	0	1	4	27	8	1	1	2	0
20170526	BAL	AL	46	HOU	AL	49	0	2	51	HOU03	33	7	4	0	0	0	24	10	1	0	1	0	34	10	2	0	2	2	27	5	0	0	1	0
20170526	TBA	AL	51	MIN	AL	44	5	2	54	MIN04	34	7	0	0	3	5	27	7	0	0	0	0	33	6	2	0	0	2	27	5	0	0	0	0
20170526	OAK	AL	47	NYA	AL	45	4	1	54	NYC21	36	9	2	0	1	4	27	9	1	0	1	0	29	5	1	0	0	1	27	8	1	0	0	0
20170526	TEX	AL	49	TOR	AL	48	6	7	51	TOR02	36	10	4	0	1	6	24	10	0	0	0	0	32	9	2	0	3	6	27	12	1	0	0	0
20170527	SLN	NL	46	COL	NL	51	3	0	54	DEN02	34	9	2	0	1	3	27	9	1	0	0	0	32	4	0	0	0	0	27	10	0	0	2	0
20170527	CHN	NL	48	LAN	NL	50	0	5	51	LOS03	30	3	0	0	0	0	24	5	1	0	0	0	31	6	1	0	1	5	27	8	1	0	0	0
20170527	ANA	AL	52	MIA	NL	47	5	2	54	MIA02	35	8	1	1	1	5	27	12	1	0	2	0	32	8	1	0	1	1	27	6	1	0	0	0
20170527	ARI	NL	51	MIL	NL	49	1	6	51	MIL06	28	3	0	0	0	1	24	6	1	1	0	0	30	7	2	0	1	6	27	9	0	0	2	0
20170527	CIN	NL	48	PHI	NL	47	3	4	51	PHI13	35	9	2	0	1	3	24	8	0	0	0	0	29	7	1	0	3	4	27	8	0	0	1	0
20170527	NYN	NL	47	PIT	NL	50	4	5	59	PIT08	43	12	3	1	3	4	29	11	0	0	1	0	40	13	4	0	1	5	30	7	1	0	0	0
20170527	ATL	NL	47	SFN	NL	51	3	6	51	SFO03	32	8	2	1	0	3	24	12	0	0	2	0	31	9	1	0	2	6	27	11	0	0	2	0
20170527	SDN	NL	51	WAS	NL	48	0	3	51	WAS11	32	3	0	0	0	0	24	13	1	0	1	0	33	10	2	0	1	3	27	4	2	0	0	0
20170527	SEA	AL	50	BOS	AL	48	0	6	51	BOS07	32	5	0	0	0	0	24	12	0	0	0	0	31	9	0	0	1	6	27	6	0	0	0	0
20170527	DET	AL	48	CHA	AL	47	0	3	51	CHI12	30	4	1	0	0	0	24	11	0	0	2	0	31	9	0	1	0	2	27	7	0	0	1	0
20170527	DET	AL	49	CHA	AL	48	4	3	54	CHI12	36	11	0	0	2	3	27	4	1	0	2	0	34	8	1	1	0	3	27	6	0	0	1	0
20170527	KCA	AL	48	CLE	AL	47	5	2	54	CLE08	34	10	2	0	1	5	27	11	0	0	2	0	35	10	1	0	1	2	27	11	1	0	3	0
20170527	BAL	AL	47	HOU	AL	50	2	5	51	HOU03	32	7	1	1	0	1	24	14	1	0	1	0	33	11	3	0	1	4	27	12	0	0	2	0
20170527	TBA	AL	52	MIN	AL	45	3	5	51	MIN04	33	8	2	0	1	3	24	7	2	0	0	0	32	10	2	0	2	5	27	10	0	1	0	0
20170527	OAK	AL	48	NYA	AL	46	2	3	51	NYC21	33	7	3	0	1	2	24	5	0	1	0	0	24	2	0	0	1	3	27	7	0	0	0	0
20170527	TEX	AL	50	TOR	AL	49	1	3	51	TOR02	32	6	2	0	1	1	24	7	1	0	0	0	32	7	2	0	1	3	27	8	1	0	1	0
20170528	SLN	NL	47	COL	NL	52	4	8	51	DEN02	36	10	2	0	4	4	24	7	0	0	1	0	33	10	0	0	1	8	27	7	0	0	0	0
20170528	CHN	NL	49	LAN	NL	51	4	9	51	LOS03	37	11	0	0	3	4	24	4	0	0	1	0	34	11	0	0	4	9	27	5	1	0	0	0
20170528	ANA	AL	53	MIA	NL	48	2	9	51	MIA02	30	4	0	0	1	2	24	8	1	0	0	0	34	12	3	0	2	8	27	8	2	0	2	0
20170528	ARI	NL	52	MIL	NL	50	5	9	51	MIL06	36	11	4	0	0	5	24	7	1	0	0	0	39	15	3	1	1	8	27	5	0	0	1	0
20170528	CIN	NL	49	PHI	NL	48	8	4	54	PHI13	37	12	0	0	5	8	27	14	0	0	3	0	33	10	2	0	1	4	27	9	0	0	1	0
20170528	NYN	NL	48	PIT	NL	51	7	2	54	PIT08	41	14	4	0	1	7	27	8	0	0	1	0	35	9	1	0	1	2	27	13	0	0	0	0
20170528	ATL	NL	48	SFN	NL	52	1	7	51	SFO03	33	7	2	0	0	1	24	10	2	1	0	0	28	6	0	1	0	6	27	11	0	0	1	0
20170528	SDN	NL	52	WAS	NL	49	5	3	54	WAS11	40	14	2	0	1	5	27	9	0	0	0	0	34	8	2	0	0	3	27	10	1	0	1	0
20170528	SEA	AL	51	BOS	AL	49	5	0	54	BOS07	40	16	5	0	2	4	27	12	2	0	4	0	29	5	1	0	0	0	27	8	1	0	1	0
20170528	DET	AL	50	CHA	AL	49	3	7	51	CHI12	33	5	2	1	0	3	24	9	2	0	0	0	34	10	1	1	3	6	27	7	2	0	1	0
20170528	KCA	AL	49	CLE	AL	48	1	10	51	CLE08	32	6	2	0	1	1	24	7	0	0	1	0	38	18	4	0	1	10	27	10	0	0	1	0
20170528	BAL	AL	48	HOU	AL	51	4	8	51	HOU03	35	7	0	0	2	4	24	12	1	0	1	0	34	11	4	1	1	7	27	8	2	0	1	0
20170528	TBA	AL	53	MIN	AL	46	8	6	90	MIN04	62	18	3	0	2	7	45	18	3	0	0	0	53	13	2	0	1	6	45	16	2	0	1	0
20170528	OAK	AL	49	NYA	AL	47	5	9	51	NYC21	30	4	1	0	1	4	24	7	2	0	0	0	32	10	2	0	1	9	27	8	1	0	1	0
20170528	TEX	AL	51	TOR	AL	50	3	1	54	TOR02	37	10	2	0	1	2	27	15	0	0	2	0	30	7	1	0	0	1	27	13	1	0	0	0
20170529	SEA	AL	52	COL	NL	53	6	5	54	DEN02	36	10	3	0	0	5	27	15	0	0	1	0	32	7	2	0	2	5	27	10	0	0	1	0
20170529	PHI	NL	49	MIA	NL	49	1	4	51	MIA02	30	4	1	0	0	1	24	11	1	0	2	0	28	7	1	0	1	4	27	10	0	0	0	0
20170529	MIL	NL	51	NYN	NL	49	2	4	51	NYC20	31	5	0	0	1	2	24	7	0	0	1	0	29	7	2	0	0	4	27	11	1	0	1	0
20170529	ARI	NL	53	PIT	NL	52	3	4	51	PIT08	33	7	1	0	1	3	24	9	0	0	1	0	30	9	1	2	1	4	27	9	0	0	0	0
20170529	CHN	NL	50	SDN	NL	53	2	5	51	SAN02	28	3	0	1	0	2	24	9	0	0	0	0	31	8	0	0	1	5	27	9	0	0	2	0
20170529	WAS	NL	50	SFN	NL	53	3	0	54	SFO03	35	8	1	0	1	3	27	9	0	0	0	0	33	8	1	0	0	0	27	11	1	0	0	0
20170529	LAN	NL	52	SLN	NL	48	5	1	54	STL10	32	9	1	0	3	5	27	4	2	0	1	0	30	5	1	0	0	1	27	10	0	0	2	0
20170529	ATL	NL	49	ANA	AL	54	6	3	54	ANA01	34	8	3	0	0	6	27	10	0	0	1	0	33	7	0	0	3	3	27	8	0	0	1	0
20170529	NYA	AL	48	BAL	AL	49	2	3	51	BAL12	30	7	1	0	1	2	24	12	1	0	0	0	33	8	2	0	0	3	27	6	0	0	3	0
20170529	BOS	AL	50	CHA	AL	50	4	5	51	CHI12	30	4	2	0	1	4	24	9	0	0	1	0	28	5	1	1	1	5	27	6	0	0	0	0
20170529	OAK	AL	50	CLE	AL	49	3	5	51	CLE08	33	7	0	0	3	3	24	9	2	0	1	0	33	9	3	0	3	5	27	9	0	0	1	0
20170529	DET	AL	51	KCA	AL	50	10	7	54	KAN06	37	12	2	0	1	9	27	9	1	0	1	0	34	9	1	1	2	7	27	9	0	0	2	0
20170529	HOU	AL	52	MIN	AL	47	16	8	54	MIN04	44	18	4	0	3	15	27	4	0	1	1	0	37	11	2	1	2	7	27	9	1	0	0	0
20170529	TBA	AL	54	TEX	AL	52	10	8	54	ARL02	39	13	4	0	2	10	27	13	0	0	2	0	37	13	3	0	2	8	27	7	0	0	1	0
20170529	CIN	NL	50	TOR	AL	51	2	17	51	TOR02	32	6	0	0	1	2	24	18	1	0	1	0	46	23	5	0	3	16	27	10	0	1	1	0
20170530	SEA	AL	53	COL	NL	54	10	4	54	DEN02	42	19	3	1	2	9	27	12	0	0	2	0	32	7	2	1	0	4	27	12	2	0	4	0
20170530	PHI	NL	50	MIA	NL	50	2	7	51	MIA02	29	3	0	0	1	2	24	7	2	0	1	0	35	10	2	0	2	5	27	8	1	0	1	0
20170530	MIL	NL	52	NYN	NL	50	4	5	70	NYC20	44	10	1	1	0	2	34	11	0	0	1	0	45	13	3	0	1	5	36	14	1	0	1	0
20170530	ARI	NL	54	PIT	NL	53	3	0	54	PIT08	32	7	3	0	0	3	27	10	0	0	1	0	30	4	1	0	0	0	27	15	0	0	1	0
20170530	CHN	NL	51	SDN	NL	54	2	6	51	SAN02	33	6	3	0	1	2	24	10	1	0	0	0	33	8	3	0	1	6	27	4	0	0	0	0
20170530	WAS	NL	51	SFN	NL	54	6	3	54	SFO03	39	14	2	1	0	6	27	8	0	0	0	0	36	9	2	0	0	3	27	8	2	0	1	0
20170530	LAN	NL	53	SLN	NL	49	9	4	54	STL10	36	11	2	1	0	8	27	13	3	1	2	0	33	8	0	0	1	3	27	3	1	0	0	0
20170530	ATL	NL	50	ANA	AL	55	3	9	51	ANA01	31	7	0	0	2	3	24	6	3	0	1	0	38	10	1	0	1	9	27	14	1	0	2	0
20170530	NYA	AL	49	BAL	AL	50	8	3	54	BAL12	40	14	2	0	4	8	27	7	1	0	0	0	37	9	0	0	0	3	27	8	1	0	1	0
20170530	BOS	AL	51	CHA	AL	51	13	7	54	CHI12	42	16	5	0	6	13	27	4	1	0	1	0	40	14	2	0	2	7	27	9	0	0	0	0
20170530	OAK	AL	51	CLE	AL	50	4	9	51	CLE08	36	10	3	0	0	3	24	16	0	0	3	0	32	11	2	0	2	8	27	7	1	0	0	0
20170530	DET	AL	52	KCA	AL	51	0	1	51	KAN06	29	3	0	0	0	0	24	13	0	0	1	0	30	7	2	0	0	1	27	8	0	0	0	0
20170530	HOU	AL	53	MIN	AL	48	7	2	54	MIN04	33	10	1	0	1	5	27	10	0	0	0	0	34	7	1	0	0	2	27	11	1	0	3	0
20170530	TBA	AL	55	TEX	AL	53	5	9	51	ARL02	34	10	1	1	3	5	24	4	0	0	0	0	34	11	2	0	2	9	27	6	0	0	0	0
20170530	CIN	NL	51	TOR	AL	52	4	6	51	TOR02	34	8	1	0	3	4	24	8	0	0	2	0	29	7	0	0	4	6	27	7	1	0	0	0
20170531	PHI	NL	51	MIA	NL	51	2	10	51	MIA02	36	10	2	0	0	1	24	11	0	0	0	0	36	14	0	0	3	10	27	4	1	0	1	0
